Year,OSGR10km,Latitude(WGS84),Longitude(WGS84),Forest Cover(%),CountRed,CountGrey,%Red,%Grey
1990,NH48,57.827621,-4.61172,0.136900388,1,0,1,0
1990,NH50,57.113012,-4.396026,0.007740259,1,0,1,0
1990,NH51,57.202763,-4.40184,0.09456933,1,0,1,0
1990,NH52,57.292513,-4.407688,0.358523378,1,0,1,0
1990,NH53,57.38226,-4.413571,0.417591511,1,0,1,0
1990,NH54,57.472007,-4.419488,0.309971087,1,0,1,0
1990,NH55,57.561751,-4.425441,0.212502391,1,0,1,0
1990,NH57,57.741235,-4.437452,0.339940255,1,0,1,0
1990,NH60,57.116058,-4.231043,0.003481014,1,0,1,0
1990,NH64,57.475094,-4.252894,0.237866924,1,0,1,0
1990,NH65,57.5804565,-4.277395,0.388778881,2,0,1,0
1990,NH66,57.654603,-4.264014,0.259333085,1,0,1,0
1990,NH67,57.744354,-4.269623,0.469276128,1,0,1,0
1990,NH70,57.118886,-4.066028,0.08341286,1,0,1,0
1990,NH71,57.208657,-4.071043,0.012022948,1,0,1,0
1990,NH72,57.298427,-4.076088,0.124643966,1,0,1,0
1990,NH73,57.39825333,-4.133058,0.305945102,3,0,1,0
1990,NH74,57.477962,-4.086266,0.361661226,1,0,1,0
1990,NH78,57.837012,-4.106987,0.234940662,1,0,1,0
1990,NH79,57.926771,-4.112245,0.284927519,2,0,1,0
1990,NH81,57.211278,-3.9056,0.195903381,1,0,1,0
1990,NH83,57.390834,-3.914911,0.126728508,1,0,1,0
1990,NH84,57.480609,-3.919608,0.350374144,1,0,1,0
1990,NH85,57.570383,-3.924333,0.166121959,1,0,1,0
1990,NH87,57.749927,-3.933868,0.052594052,1,0,1,0
1990,NH90,57.123892,-3.735914,0.242609741,1,0,1,0
1990,NH91,57.21368,-3.740129,0.576699584,1,0,1,0
1990,NH92,57.303467,-3.744369,0.360645539,1,0,1,0
1990,NH95,57.572819,-3.757238,0.451913334,1,0,1,0
1990,NJ00,57.126069,-3.570819,0.002140486,1,0,1,0
1990,NJ01,57.215865,-3.574633,0.250164355,1,0,1,0
1990,NJ02,57.305659,-3.57847,0.367760037,1,0,1,0
1990,NJ03,57.395452,-3.58233,0.196655844,1,0,1,0
1990,NJ04,57.485244,-3.586212,0.30954051,1,0,1,0
1990,NJ05,57.575034,-3.590118,0.475231548,1,0,1,0
1990,NJ06,57.664822,-3.594046,0.119632158,1,0,1,0
1990,NJ10,57.128029,-3.405702,0.013441713,1,0,1,0
1990,NJ11,57.217831,-3.409115,0.113378071,1,0,1,0
1990,NJ12,57.307633,-3.412549,0.198277088,1,0,1,0
1990,NJ13,57.397432,-3.416004,0.310360068,1,0,1,0
1990,NJ14,57.487231,-3.419478,0.401773092,1,0,1,0
1990,NJ16,57.666823,-3.42649,0.213015693,1,0,1,0
1990,NJ20,57.129771,-3.240564,0.062236911,1,0,1,0
1990,NJ21,57.21958,-3.243577,0.040141477,1,0,1,0
1990,NJ22,57.309387,-3.246608,0.180855805,1,0,1,0
1990,NJ24,57.488997,-3.252724,0.549167455,1,0,1,0
1990,NJ25,57.5788,-3.255809,0.393981159,1,0,1,0
1990,NJ30,57.131297,-3.075409,0.151631489,1,0,1,0
